family,date,contract,feature,side,pnl,cum_pnl
cracks,2022-06-30,CL:C1 HO-CL Z2022,level_z,-1.0,14.659999999999998,-96.30999999999997
cracks,2022-07-05,CL:C1 HO-CL V2022,level_z,-1.0,7.019999999999997,-89.28999999999998
cracks,2022-08-09,CL:C1 RB-CL V2022,level_z,-1.0,9.21,-80.07999999999998
cracks,2022-08-09,CL:C1 HO-CL V2022,level_z,-1.0,-15.690000000000003,-95.76999999999998
cracks,2022-08-10,CL:C1 RB-CL Z2022,level_z,-1.0,4.459999999999998,-91.30999999999999
cracks,2022-08-11,CL:C1 HO-CL Z2022,level_z,-1.0,-6.660000000000003,-97.96999999999998
cracks,2022-08-23,CL:C1 HO-CL X2022,level_z,-1.0,11.76,-86.20999999999998
cracks,2022-08-24,CL:C1 RB-CL X2022,level_z,-1.0,-2.7099999999999995,-88.91999999999997
cracks,2022-09-13,CL:C1 HO-CL Z2022,level_z,-1.0,-11.159999999999995,-100.07999999999997
cracks,2022-09-19,CL:C1 RB-CL Z2022,level_z,-1.0,-4.19,-104.26999999999997
cracks,2022-10-12,CL:C1 HO-CL M2023,z_50,-1.0,4.160000000000005,-100.10999999999996
cracks,2022-10-19,CL:C1 RB-CL Z2022,level_z,-1.0,-2.569999999999999,-102.67999999999995
cracks,2022-10-24,CL:C1 RB-CL M2023,z_50,-1.0,0.099999999999999,-102.57999999999996
cracks,2022-11-06,CL:C1 HO-CL F2023,z_50,-1.0,14.280000000000003,-88.29999999999995
cracks,2022-11-15,CL:C1 RB-CL U2023,z_50,-1.0,-1.7000000000000017,-89.99999999999996
cracks,2022-11-22,CL:C1 RB-CL H2023,z_50,-1.0,0.13999999999999815,-89.85999999999996
cracks,2022-12-27,CL:C1 HO-CL H2023,z_50,-1.0,0.07000000000000142,-89.78999999999995
cracks,2023-01-27,CL:C1 RB-CL U2023,z_50,-1.0,-0.9500000000000017,-90.73999999999995
cracks,2023-01-30,CL:C1 RB-CL Z2023,z_50,-1.0,-2.35,-93.08999999999995
cracks,2023-02-10,CL:C1 RB-CL M2023,z_50,-1.0,-1.9299999999999986,-95.01999999999994
cracks,2023-03-20,CL:C1 RB-CL Z2023,z_50,-1.0,0.8200000000000014,-94.19999999999993
cracks,2023-03-30,CL:C1 RB-CL U2023,z_50,-1.0,2.800000000000002,-91.39999999999993
cracks,2023-03-31,CL:C1 RB-CL M2023,z_50,-1.0,2.270000000000001,-89.12999999999994
cracks,2023-04-06,CL:C1 RB-CL H2024,level_z,-1.0,1.7599999999999991,-87.36999999999993
cracks,2023-04-14,CL:C1 RB-CL N2023,z_50,-1.0,-1.5599999999999976,-88.92999999999994
cracks,2023-05-17,CL:C1 RB-CL Q2023,z_50,-1.0,-5.620000000000004,-94.54999999999994
cracks,2023-05-22,CL:C1 RB-CL V2023,z_50,-1.0,0.099999999999999,-94.44999999999995
cracks,2023-06-14,CL:C1 HO-CL U2023,z_50,-1.0,-4.990000000000005,-99.43999999999996
cracks,2023-06-19,CL:C1 RB-CL Z2023,z_50,-1.0,-3.3899999999999992,-102.82999999999996
cracks,2023-06-20,CL:C1 RB-CL H2024,level_z,-1.0,-1.900000000000001,-104.72999999999996
cracks,2023-06-20,CL:C1 RB-CL U2023,z_50,-1.0,-9.700000000000001,-114.42999999999996
cracks,2023-06-21,CL:C1 RB-CL Q2023,z_50,-1.0,-6.0900000000000025,-120.51999999999997
cracks,2023-07-03,CL:C1 RB-CL M2024,level_z,-1.0,-2.7999999999999994,-123.31999999999996
cracks,2023-07-10,CL:C1 RB-CL V2023,z_50,-1.0,-7.320000000000003,-130.63999999999996
